CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Campi Sal,Campi Paisa,Campi Light,Olivetto suave,Olivetto intenso,Olivetto oliva,Gourmet aguacate,Gourmet coco,Gourmet oliva,Gourmet familia
Reynaldo Myers      ,Mr.,3923 Black Stallion Road,Blaxland East,NSW,AU,2774,0,,Reynaldo.J.Myers@pookmail.com,(02) 6753 9404,American Express,,SW346 ,FR,8.14E+14,372005592612282,,10347,3591,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,6.150.000,SW211 ,2016-03-16 17:47:25.000,05/08/2016,54,30.71,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Reynaldo Myers      ,Mr.,3923 Black Stallion Road,Blaxland East,NSW,AU,2774,0,,Reynaldo.J.Myers@pookmail.com,(02) 6753 9404,American Express,,SW346 ,FR,8.14E+14,375545805018732,,10347,9145,2016-08-25 00:00:00.000,2016-08-25 16:39:06.250,18.240.000,NC160 ,2016-09-19 00:00:00.000,27/09/2016,54,27.48,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jennifer Becker     ,Mrs.,4374 Lindale Avenue,Bloomington,IL,US,61701,0,,Jennifer.D.Becker@spambob.com,803-223-5484,JCB,,SE337 ,FR,1.69E+14,3528372197030141,,10351,591,2016-09-23 00:00:00.000,2016-09-23 16:43:54.564,10.450.000,NW187 ,2016-10-10 00:00:00.000,22/10/2016,24,165.72,Complete,Phone,Frequent,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1
Jennifer Becker     ,Mrs.,4374 Lindale Avenue,Bloomington,IL,US,61701,0,,Jennifer.D.Becker@spambob.com,803-223-5484,JCB,,SE337 ,FR,1.69E+14,3528255936143442,,10351,1584,2016-11-03 00:00:00.000,2016-11-03 08:44:16.564,19.050.000,NE178 ,2016-12-01 00:00:00.000,20/12/2016,24,62.51,Complete,Phone,Frequent,MediumValue,Gen_Y,1,1,0,0,0,0,0,0,0,0
Jennifer Becker     ,Mrs.,4374 Lindale Avenue,Bloomington,IL,US,61701,0,,Jennifer.D.Becker@spambob.com,803-223-5484,JCB,,SE337 ,FR,1.69E+14,3528431004562231,,10351,3342,2016-03-08 00:00:00.000,2016-03-08 20:32:45.246,23.890.000,NE304 ,2016-06-08 00:00:00.000,15/07/2016,24,76.899.999.999.999.900,Abandoned,Phone,Frequent,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Jennifer Becker     ,Mrs.,4374 Lindale Avenue,Bloomington,IL,US,61701,0,,Jennifer.D.Becker@spambob.com,803-223-5484,JCB,,SE337 ,FR,1.69E+14,3528310310507322,,10351,3408,2016-01-06 00:00:00.000,2016-01-06 18:23:54.564,28.550.000,NW118 ,2016-01-26 00:00:00.000,07/02/2016,24,299.35,Complete,Phone,Frequent,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1
Jennifer Becker     ,Mrs.,4374 Lindale Avenue,Bloomington,IL,US,61701,0,,Jennifer.D.Becker@spambob.com,803-223-5484,JCB,,SE337 ,FR,1.69E+14,3528023394725559,,10351,4027,2016-04-09 00:00:00.000,2016-04-09 19:27:56.370,17.230.000,SE268 ,2016-12-05 00:00:00.000,16/12/2016,24,40.28,Complete,Desktop,Frequent,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Jennifer Becker     ,Mrs.,4374 Lindale Avenue,Bloomington,IL,US,61701,0,,Jennifer.D.Becker@spambob.com,803-223-5484,JCB,,SE337 ,FR,1.69E+14,3528896673171995,,10351,5606,2016-08-01 00:00:00.000,2016-08-01 15:29:06.250,29.790.000,SW406 ,2016-10-15 00:00:00.000,03/11/2016,24,26.39,Complete,Phone,Frequent,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
James Armstrong     ,Mr.,4544 Hidden Valley Road,Bobigny,,FR,93000,0,,James.V.Armstrong@pookmail.com,05.78.34.01.73,VISA,,SC262 ,UK,MA467934D,4448798497513607,,10359,6038,2016-06-09 00:00:00.000,2016-06-09 18:50:44.886,38.990.000,WE223 ,2016-06-28 00:00:00.000,10/07/2016,67,206.45,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,1,0,1,0,0,0,0,0,0,1
James Armstrong     ,Mr.,4544 Hidden Valley Road,Bobigny,,FR,93000,0,,James.V.Armstrong@pookmail.com,05.78.34.01.73,VISA,,SC262 ,UK,MA467934D,4023423652965905,,10359,8736,2016-09-23 00:00:00.000,2016-09-23 16:43:54.564,17.870.000,NW187 ,2016-10-10 00:00:00.000,22/10/2016,67,111.07,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,0,1,0,0,0,0,0,1,0,0
Sheena Woodbury     ,Mrs.,4340 Rockwell Lane,Bolognola,MC,IT,62035,0,,Sheena.D.Woodbury@pookmail.com,0383 2526063,JCB,,NC364 ,UK,PK675286,3528491861567608,,10367,689,2016-08-13 00:00:00.000,2016-08-13 20:33:26.257,5.850.000,WE154 ,2016-09-08 00:00:00.000,20/09/2016,age-34,14.28,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,1,0,0,0,0,0,0
Sheena Woodbury     ,Mrs.,4340 Rockwell Lane,Bolognola,MC,IT,62035,0,,Sheena.D.Woodbury@pookmail.com,0383 2526063,JCB,,NC364 ,UK,PK675286,3528459613694756,,10367,4870,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,29.880.000,NC163 ,2016-03-16 17:47:25.000,05/08/2016,age-34,15.64,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Sheena Woodbury     ,Mrs.,4340 Rockwell Lane,Bolognola,MC,IT,62035,0,,Sheena.D.Woodbury@pookmail.com,0383 2526063,JCB,,NC364 ,UK,PK675286,3528223747505506,,10367,4906,2016-12-16 00:00:00.000,2016-12-16 07:32:59.456,11.850.000,SW346 ,2016-01-01 00:00:00.000,05/01/2016,age-34,38.32,Abandoned,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Sheena Woodbury     ,Mrs.,4340 Rockwell Lane,Bolognola,MC,IT,62035,0,,Sheena.D.Woodbury@pookmail.com,0383 2526063,JCB,,NC364 ,UK,PK675286,"3,52828E+15",,10367,7553,2016-05-11 00:00:00.000,2016-05-11 05:11:26.258,10.150.000,RP385 ,2016-06-25 00:00:00.000,20/06/2016,age-34,120.46,Complete,Desktop,FirstTime,MediumValue,Gen_Z,0,1,0,1,0,0,1,0,0,0
Sheena Woodbury     ,Mrs.,4340 Rockwell Lane,Bolognola,MC,IT,62035,0,,Sheena.D.Woodbury@pookmail.com,0383 2526063,JCB,,NC364 ,UK,PK675286,"3,52868E+15",,10367,7591,2016-03-28 00:00:00.000,2016-03-28 23:58:44.886,22.770.000,SC322 ,2016-04-20 00:00:00.000,10/05/2016,age-34,204.93,Cancelled,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Ana Huerta          ,Mrs.,3373 Horizon Circle,Bon Wier,TX,US,75928,0,,Ana.J.Huerta@spambob.com,302-392-1285,VISA,,WE283 ,CA,90913336,4545597236089065,,10371,1637,2016-11-12 00:00:00.000,2016-11-12 17:43:54.564,7.850.000,NW181 ,2016-11-30 00:00:00.000,12/12/2016,75,245.04,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Ana Huerta          ,Mrs.,3373 Horizon Circle,Bon Wier,TX,US,75928,0,,Ana.J.Huerta@spambob.com,302-392-1285,VISA,,WE283 ,CA,90913336,4723836902742993,,10371,1809,2016-04-10 00:00:00.000,2016-04-10 18:36:44.886,7.850.000,NW310 ,2016-04-29 00:00:00.000,10/05/2016,75,141.38,Cancelled,Desktop,Frequent,MediumValue,Baby_Boomers,1,1,0,0,1,0,0,0,0,0
Ana Huerta          ,Mrs.,3373 Horizon Circle,Bon Wier,TX,US,75928,0,,Ana.J.Huerta@spambob.com,302-392-1285,VISA,,WE283 ,CA,90913336,4262546838811146,,10371,4334,2016-11-18 00:00:00.000,2016-11-18 21:33:44.806,17.870.000,NE367 ,2016-12-10 00:00:00.000,20/12/2016,75,281.31,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Ana Huerta          ,Mrs.,3373 Horizon Circle,Bon Wier,TX,US,75928,0,,Ana.J.Huerta@spambob.com,302-392-1285,VISA,,WE283 ,CA,90913336,"4,42543E+15",,10371,9074,2016-11-10 00:00:00.000,2016-11-10 17:43:54.804,7.120.000,NE373 ,2016-11-30 00:00:00.000,12/12/2016,75,9999999.0,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Myrtle Williams     ,Mrs.,2701 Capitol Avenue,Bookram,NSW,AU,2460,0,,Myrtle.M.Williams@dodgeit.com,(08) 9486 0941,Diners Club,,NE367 ,U.S.,22868028,36883991401339,,10375,991,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,3.880.000,SC124 ,2016-03-16 17:47:25.000,05/08/2016,age-51,230.77,Abandoned,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1
Myrtle Williams     ,Mrs.,2701 Capitol Avenue,Bookram,NSW,AU,2460,0,,Myrtle.M.Williams@dodgeit.com,(08) 9486 0941,Diners Club,,NE367 ,U.S.,22868028,36253342933473,,10375,1803,2016-05-01 00:00:00.000,2016-05-01 16:58:44.886,33.990.000,SW343 ,2016-05-20 00:00:00.000,30/05/2016,age-51,5.11,Complete,Desktop,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Myrtle Williams     ,Mrs.,2701 Capitol Avenue,Bookram,NSW,AU,2460,0,,Myrtle.M.Williams@dodgeit.com,(08) 9486 0941,Diners Club,,NE367 ,U.S.,22868028,36528594373795,,10375,5700,2016-04-02 00:00:00.000,2016-04-02 23:32:45.116,38.990.000,RP190 ,2016-05-21 00:00:00.000,15/06/2016,age-51,22.92,Complete,Desktop,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Myrtle Williams     ,Mrs.,2701 Capitol Avenue,Bookram,NSW,AU,2460,0,,Myrtle.M.Williams@dodgeit.com,(08) 9486 0941,Diners Club,,NE367 ,U.S.,22868028,36488114966661,,10375,6874,2016-08-13 00:00:00.000,2016-08-13 11:29:06.250,28.550.000,SE208 ,2016-12-21 00:00:00.000,03/01/2016,age-51,32.9,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Myrtle Williams     ,Mrs.,2701 Capitol Avenue,Bookram,NSW,AU,2460,0,,Myrtle.M.Williams@dodgeit.com,(08) 9486 0941,Diners Club,,NE367 ,U.S.,22868028,36554949204055,,10375,7849,2016-02-17 00:00:00.000,2016-02-17 05:25:36.564,6.870.000,NE307 ,2016-03-10 00:00:00.000,20/04/2016,age-51,159.2,Cancelled,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Gary Sims           ,Mr.,3580 Beeghley Street,Boorcan,VIC,AU,3265,0,,Gary.C.Sims@trashymail.com,(02) 9795 7877,JCB,,NC100 ,CA,981561483,3528726982721125,,10379,4711,2016-11-18 00:00:00.000,2016-11-18 21:33:44.806,7.450.000,NE367 ,2016-12-10 00:00:00.000,20/12/2016,28,25.19,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Gary Sims           ,Mr.,3580 Beeghley Street,Boorcan,VIC,AU,3265,0,,Gary.C.Sims@trashymail.com,(02) 9795 7877,JCB,,NC100 ,CA,981561483,3528619854857905,,10379,5391,2016-04-30 00:00:00.000,2016-04-30 01:02:36.564,48.520.000,NE235 ,2016-05-19 00:00:00.000,29/05/2016,28,290.74,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,0,0,1,0,0,0,0
Gary Sims           ,Mr.,3580 Beeghley Street,Boorcan,VIC,AU,3265,0,,Gary.C.Sims@trashymail.com,(02) 9795 7877,JCB,,NC100 ,CA,981561483,3528849520665438,,10379,8640,2016-06-29 00:00:00.000,2016-06-29 16:50:44.886,19.850.000,SC127 ,2016-07-20 00:00:00.000,30/07/2016,28,9999999.0,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Gary Sims           ,Mr.,3580 Beeghley Street,Boorcan,VIC,AU,3265,0,,Gary.C.Sims@trashymail.com,(02) 9795 7877,JCB,,NC100 ,CA,981561483,3528526890063739,,10379,8806,2016-04-06 00:00:00.000,2016-04-06 13:07:36.370,6.370.000,WE352 ,2016-04-20 00:00:00.000,01/04/2016,28,291.27,Cancelled,Phone,Occasional,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1
Brent Howell        ,Mr.,2825 Cambridge Drive,Borambil,NSW,AU,2329,0,,Brent.P.Howell@spambob.com,(02) 6124 9043,VISA,,SW274 ,ES,9447836B,"4,22423E+15",,10383,1625,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,5.850.000,WE289 ,2016-03-16 17:47:25.000,05/08/2016,58,38.79,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Brent Howell        ,Mr.,2825 Cambridge Drive,Borambil,NSW,AU,2329,0,,Brent.P.Howell@spambob.com,(02) 6124 9043,VISA,,SW274 ,ES,9447836B,4389689300024596,,10383,3860,2016-10-22 00:00:00.000,2016-10-22 08:19:56.145,11.450.000,SW409 ,2016-12-23 00:00:00.000,03/01/2016,58,8.67,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Matt Wade           ,Mr.,1714 Sarah Drive,Boston,MA,US,2215,0,,Matt.J.Wade@spambob.com,815-957-7005,VISA,,SE205 ,U.S.,21880004,4511207677402732,,10395,111,2016-12-10 00:00:00.000,2016-12-10 01:32:59.456,5.850.000,NC232 ,2016-01-22 00:00:00.000,25/01/2016,28,192.25,Complete,Desktop,Frequent,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1
Matt Wade           ,Mr.,1714 Sarah Drive,Boston,MA,US,2215,0,,Matt.J.Wade@spambob.com,815-957-7005,VISA,,SE205 ,U.S.,21880004,"4,53869E+15",,10395,8691,2016-04-09 00:00:00.000,2016-04-09 19:27:56.370,14.280.000,SE268 ,2016-12-05 00:00:00.000,16/12/2016,28,07.03,Complete,Desktop,Frequent,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Tim Alves           ,Mr.,704 Logan Lane,Boston,MA,US,2114,0,,Tim.P.Alves@dodgeit.com,775-243-7509,VISA,,NW310 ,UK,MA873070C,4917796657649502,,10399,2100,2016-05-12 00:00:00.000,2016-05-12 20:07:36.370,29.790.000,NC424 ,2016-06-20 00:00:00.000,01/07/2016,64,9999999.0,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Tim Alves           ,Mr.,704 Logan Lane,Boston,MA,US,2114,0,,Tim.P.Alves@dodgeit.com,775-243-7509,VISA,,NW310 ,UK,MA873070C,4794704248012626,,10399,3858,2016-03-19 00:00:00.000,2016-03-19 02:22:36.564,11.450.000,SW148 ,2016-04-03 00:00:00.000,19/04/2016,64,9999999.0,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Tim Alves           ,Mr.,704 Logan Lane,Boston,MA,US,2114,0,,Tim.P.Alves@dodgeit.com,775-243-7509,VISA,,NW310 ,UK,MA873070C,4508639669279303,,10399,6069,2016-11-11 00:00:00.000,2016-11-11 01:34:16.564,9.000.000,NW115 ,2016-12-08 00:00:00.000,19/12/2016,64,7.88,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Tim Alves           ,Mr.,704 Logan Lane,Boston,MA,US,2114,0,,Tim.P.Alves@dodgeit.com,775-243-7509,VISA,,NW310 ,UK,MA873070C,4315028242642166,,10399,6163,2016-08-19 00:00:00.000,2016-08-19 01:34:16.564,17.870.000,SE403 ,2016-08-29 00:00:00.000,09/09/2016,64,23.52,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Tim Alves           ,Mr.,704 Logan Lane,Boston,MA,US,2114,0,,Tim.P.Alves@dodgeit.com,775-243-7509,VISA,,NW310 ,UK,MA873070C,4536396779422648,,10399,7594,2016-12-07 00:00:00.000,2016-12-07 08:43:52.556,22.770.000,SW274 ,2016-01-22 00:00:00.000,25/01/2016,64,29.48,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jackie Coulston     ,Master.,4971 Jarvisville Road,Bourges,,FR,18000,0,,Jackie.L.Coulston@trashymail.com,04.56.34.94.22,VISA,,SW274 ,IT,FUEHMW76L61F101X,4247847786101005,,10407,2413,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,21.970.000,WE289 ,2016-03-16 17:47:25.000,05/08/2016,66,224.53,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jackie Coulston     ,Master.,4971 Jarvisville Road,Bourges,,FR,18000,0,,Jackie.L.Coulston@trashymail.com,04.56.34.94.22,VISA,,SW274 ,IT,FUEHMW76L61F101X,4809801935902714,,10407,3482,2016-03-28 00:00:00.000,2016-03-28 02:22:36.564,19.250.000,WE421 ,2016-04-03 00:00:00.000,19/04/2016,66,242.45,Complete,Phone,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Jackie Coulston     ,Master.,4971 Jarvisville Road,Bourges,,FR,18000,0,,Jackie.L.Coulston@trashymail.com,04.56.34.94.22,VISA,,SW274 ,IT,FUEHMW76L61F101X,4619340511443173,,10407,3491,2016-08-31 00:00:00.000,2016-08-31 19:17:24.586,8.230.000,NC100 ,2016-09-10 00:00:00.000,20/08/2016,66,195.38,Abandoned,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
James Nicolas       ,Mr.,3996 Concord Street,Boyatup,WA,AU,6450,0,,James.L.Nicolas@spambob.com,(08) 8229 1824,Discover,,SC196 ,IT,POOEAX72R42A953V,6011673772458467,,10411,880,2016-08-13 00:00:00.000,2016-08-13 11:29:06.250,7.850.000,SE208 ,2016-12-21 00:00:00.000,03/01/2016,37,8.36,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,1,0,0,0
James Nicolas       ,Mr.,3996 Concord Street,Boyatup,WA,AU,6450,0,,James.L.Nicolas@spambob.com,(08) 8229 1824,Discover,,SC196 ,IT,POOEAX72R42A953V,6011981602358579,,10411,4219,2016-05-13 00:00:00.000,2016-05-13 16:58:44.886,6.870.000,NW313 ,2016-05-28 00:00:00.000,30/05/2016,37,41.72,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
James Nicolas       ,Mr.,3996 Concord Street,Boyatup,WA,AU,6450,0,,James.L.Nicolas@spambob.com,(08) 8229 1824,Discover,,SC196 ,IT,POOEAX72R42A953V,6011078255971087,,10411,8159,2016-02-05 00:00:00.000,2016-02-05 09:25:36.564,22.770.000,SE133 ,2016-02-20 00:00:00.000,07/03/2016,37,11.55,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Edward Conner       ,Mr.,1159 West Side Avenue,Bradford,AR,US,72020,0,,Edward.D.Conner@trashymail.com,435-826-5460,JCB,,NC361 ,ES,X1352158B,3528835386878173,,10415,3763,2016-11-08 00:00:00.000,2016-11-08 21:33:44.806,23.780.000,NW184 ,2016-12-10 00:00:00.000,20/12/2016,77,158.93,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
William Messier     ,Mr.,3792 Trails End Road,Brampton,ON,CA,L6W 1Z2,0,,William.O.Messier@dodgeit.com,250-869-8029,American Express,,NW115 ,IT,DIEUAI85L11F930I,379809620086897,,10419,5958,2016-11-18 00:00:00.000,2016-11-18 21:33:44.806,1.490.000,NE367 ,2016-12-10 00:00:00.000,20/12/2016,52,9999999.0,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Tiffany Simpson     ,Mrs.,2920 Hidden Valley Road,Brattleboro,VT,US,5301,0,,Tiffany.D.Simpson@pookmail.com,828-477-3560,American Express,,SW343 ,IT,NVUDCD71M14G867G,346438180879891,,10423,1530,2016-11-19 00:00:00.000,2016-11-19 04:34:16.564,23.370.000,WE355 ,2016-12-10 00:00:00.000,20/12/2016,age-55,135.5,Complete,Phone,Frequent,MediumValue,Gen_Z,0,0,0,1,0,1,0,0,0,0
Tiffany Simpson     ,Mrs.,2920 Hidden Valley Road,Brattleboro,VT,US,5301,0,,Tiffany.D.Simpson@pookmail.com,828-477-3560,American Express,,SW343 ,IT,NVUDCD71M14G867G,343026180144797,,10423,8045,2016-09-19 00:00:00.000,2016-09-19 19:57:35.556,16.830.000,SE334 ,2016-09-30 00:00:00.000,10/09/2016,age-55,20.95,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Larry Alexander     ,Mr.,3477 Christie Way,Brecksville,OH,US,44141,0,,Larry.R.Alexander@pookmail.com,727-599-5975,JCB,,SC394 ,FR,1.48E+14,3528015531297518,,10427,2397,2016-05-01 00:00:00.000,2016-05-01 16:58:44.886,16.270.000,SW343 ,2016-05-20 00:00:00.000,30/05/2016,60,6.73,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Larry Alexander     ,Mr.,3477 Christie Way,Brecksville,OH,US,44141,0,,Larry.R.Alexander@pookmail.com,727-599-5975,JCB,,SC394 ,FR,1.48E+14,3528640557133014,,10427,3791,2016-03-19 00:00:00.000,2016-03-19 02:22:36.564,11.850.000,SW148 ,2016-04-03 00:00:00.000,19/04/2016,60,32.79,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Larry Alexander     ,Mr.,3477 Christie Way,Brecksville,OH,US,44141,0,,Larry.R.Alexander@pookmail.com,727-599-5975,JCB,,SC394 ,FR,1.48E+14,3528154541236412,,10427,4575,2016-10-20 00:00:00.000,2016-10-20 20:07:39.380,11.050.000,WE286 ,2016-11-20 00:00:00.000,30/11/2016,60,26.62,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Larry Alexander     ,Mr.,3477 Christie Way,Brecksville,OH,US,44141,0,,Larry.R.Alexander@pookmail.com,727-599-5975,JCB,,SC394 ,FR,1.48E+14,3528462680214367,,10427,5738,2016-01-08 00:00:00.000,2016-01-08 03:13:54.564,30.000.000,SW277 ,2016-02-20 00:00:00.000,27/03/2016,60,28.25,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Larry Alexander     ,Mr.,3477 Christie Way,Brecksville,OH,US,44141,0,,Larry.R.Alexander@pookmail.com,727-599-5975,JCB,,SC394 ,FR,1.48E+14,3528031574521904,,10427,6003,2016-03-28 00:00:00.000,2016-03-28 23:58:44.886,8.990.000,SC322 ,2016-04-20 00:00:00.000,10/05/2016,60,47.02,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Larry Alexander     ,Mr.,3477 Christie Way,Brecksville,OH,US,44141,0,,Larry.R.Alexander@pookmail.com,727-599-5975,JCB,,SC394 ,FR,1.48E+14,3528585073745371,,10427,7250,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,13.300.000,NE175 ,2016-03-16 17:47:25.000,05/08/2016,60,9.46,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Larry Alexander     ,Mr.,3477 Christie Way,Brecksville,OH,US,44141,0,,Larry.R.Alexander@pookmail.com,727-599-5975,JCB,,SC394 ,FR,1.48E+14,3528894250848929,,10427,7324,2016-04-20 00:00:00.000,2016-04-20 22:38:44.886,16.250.000,SE202 ,2016-04-28 00:00:00.000,30/05/2016,60,9999999.0,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Hector Ward         ,Mr.,4574 Wood Street,Bremen Bahnhofsvorstadt,,DE,28195,0,,Hector.D.Ward@dodgeit.com,04121 34 46 39,Diners Club,,RP121 ,UK,SR871230C,36661754595152,,10431,3774,2016-02-17 00:00:00.000,2016-02-17 05:25:36.564,8.230.000,NE307 ,2016-03-10 00:00:00.000,20/04/2016,35,41.7,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Hector Ward         ,Mr.,4574 Wood Street,Bremen Bahnhofsvorstadt,,DE,28195,0,,Hector.D.Ward@dodgeit.com,04121 34 46 39,Diners Club,,RP121 ,UK,SR871230C,36184023988827,,10431,4388,2016-01-01 00:00:00.000,2016-01-01 15:47:56.370,6.380.000,WE418 ,2016-02-02 00:00:00.000,10/02/2016,35,31.96,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Donald Patterson    ,Mr.,901 Elliot Avenue,Bricherasio,TO,IT,10060,0,,Donald.R.Patterson@trashymail.com,0366 0987585,American Express,,NC100 ,U.S.,425990002,349400736591500,,10435,497,2016-10-26 00:00:00.000,2016-10-26 20:07:39.380,38.990.000,SC256 ,2016-11-10 00:00:00.000,14/11/2016,60,36.23,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Donald Patterson    ,Mr.,901 Elliot Avenue,Bricherasio,TO,IT,10060,0,,Donald.R.Patterson@trashymail.com,0366 0987585,American Express,,NC100 ,U.S.,425990002,344197138757099,,10435,3239,2016-12-28 00:00:00.000,2016-12-28 04:44:52.556,11.150.000,SE205 ,2016-01-19 00:00:00.000,25/01/2016,60,14.25,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Donald Patterson    ,Mr.,901 Elliot Avenue,Bricherasio,TO,IT,10060,0,,Donald.R.Patterson@trashymail.com,0366 0987585,American Express,,NC100 ,U.S.,425990002,341377101132171,,10435,3936,2016-02-09 00:00:00.000,2016-02-09 18:50:44.886,7.020.000,RP253 ,2016-02-28 00:00:00.000,10/03/2016,60,19.23,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Joe Stone           ,Mr.,3664 Bicetown Road,Bridgeville,PA,US,15017,0,,Joe.N.Stone@dodgeit.com,928-446-4014,JCB,,NW112 ,IT,XGDCLZ97B50A681W,3528365410616357,,10439,2857,2016-02-05 00:00:00.000,2016-02-05 09:25:36.564,10.150.000,SE133 ,2016-02-20 00:00:00.000,07/03/2016,23,85.81,In-Progress,Phone,Occasional,MediumValue,Gen_Y,1,1,0,0,1,0,0,0,1,0
